text,response
is back at home with *PROPNAME*.  I was having asthma difficulties at her palce.,extraversion
is back at home with *PROPNAME*.  I was having asthma difficulties at her palce.,openess
"Jammin my Lady GaGa CD, I got from *PROPNAME* for Christmas!!!!!!!!!!!  She ROCKS!!!!!!!!!!!",extraversion
"Jammin my Lady GaGa CD, I got from *PROPNAME* for Christmas!!!!!!!!!!!  She ROCKS!!!!!!!!!!!",openess
can't sleep.,extraversion
can't sleep.,openess
is chillin at home with my buddy Mike.,extraversion
is chillin at home with my buddy Mike.,openess
"*PROPNAME* *PROPNAME*, generous, fun-loving, all-around good guy and manager at *PROPNAME*'s Fox Valley will sponsor this fundraising event on behalf of the Awakenings Project. We will receive 10% of the proceeds of all the meals sold on Jan. 29th between the hours of 4 PM and 10 PM. Even those purchased by people who don't know Awakeni...ngs. But since you are part of our facebook group, you do know us!",extraversion
"*PROPNAME* *PROPNAME*, generous, fun-loving, all-around good guy and manager at *PROPNAME*'s Fox Valley will sponsor this fundraising event on behalf of the Awakenings Project. We will receive 10% of the proceeds of all the meals sold on Jan. 29th between the hours of 4 PM and 10 PM. Even those purchased by people who don't know Awakeni...ngs. But since you are part of our facebook group, you do know us!",openess
The Awakenings Project meets *PROPNAME*'s!!!!!!!!!!!!!!!!!,extraversion
The Awakenings Project meets *PROPNAME*'s!!!!!!!!!!!!!!!!!,openess
http:////www.paintingsbyjeffree.com,extraversion
http:////www.paintingsbyjeffree.com,openess
"THE OWNER OF FACEBOOK HAS CONFIRMED THAT THEY WILL SEND $1 DOLLAR TO THE RESCUE FUND FOR THE HAITI EARTHQUAKE DISASTER FOR EVERY TIME THIS IS CUT AND PASTED AS A STATUS. YOU ONLY HAVE TO LEAVE IT UP FOR 1 HOUR. LET'S ALL DO IT TO SUPPORT THANKS ... true or not, it's worth a try.",extraversion
"THE OWNER OF FACEBOOK HAS CONFIRMED THAT THEY WILL SEND $1 DOLLAR TO THE RESCUE FUND FOR THE HAITI EARTHQUAKE DISASTER FOR EVERY TIME THIS IS CUT AND PASTED AS A STATUS. YOU ONLY HAVE TO LEAVE IT UP FOR 1 HOUR. LET'S ALL DO IT TO SUPPORT THANKS ... true or not, it's worth a try.",openess
Awakenings and *PROPNAME*'s,extraversion
Awakenings and *PROPNAME*'s,openess
Gettin ready to take *PROPNAME* to the doctor.,extraversion
Gettin ready to take *PROPNAME* to the doctor.,openess
is gettin ready to head out to my group!,extraversion
is gettin ready to head out to my group!,openess
Once agaian getting ready to take *PROPNAME* to the doctor.,extraversion
Once agaian getting ready to take *PROPNAME* to the doctor.,openess
Waiting for freinds to come over on this cold and snowy day!,extraversion
Waiting for freinds to come over on this cold and snowy day!,openess
"My old roomate from Englewood, *PROPNAME*, is in town.",extraversion
"My old roomate from Englewood, *PROPNAME*, is in town.",openess
"is watching ""eraserhead"".....this freaky boston weather today is perfect weather for david lynch film.",stability
"is watching ""eraserhead"".....this freaky boston weather today is perfect weather for david lynch film.",agreeableness
"is watching ""eraserhead"".....this freaky boston weather today is perfect weather for david lynch film.",openess
"wants to punch mother nature in the face....rain, fog, and drizzle for a month?!",stability
"wants to punch mother nature in the face....rain, fog, and drizzle for a month?!",agreeableness
"wants to punch mother nature in the face....rain, fog, and drizzle for a month?!",openess
"is wishing the williams sisters would lose to stosur//stubbs, but it doesn't look good.",stability
"is wishing the williams sisters would lose to stosur//stubbs, but it doesn't look good.",agreeableness
"is wishing the williams sisters would lose to stosur//stubbs, but it doesn't look good.",openess
"is reading about polystrate fossils, Uniformitarianism, and *PROPNAME*'s appointment to run the Texas State Education Board....the more I learn the more horrified I become.",stability
"is reading about polystrate fossils, Uniformitarianism, and *PROPNAME*'s appointment to run the Texas State Education Board....the more I learn the more horrified I become.",agreeableness
"is reading about polystrate fossils, Uniformitarianism, and *PROPNAME*'s appointment to run the Texas State Education Board....the more I learn the more horrified I become.",openess
"is attending a multi-country bar-b-que....me, one brit, one swiss, one french, a cuban american, a jewish american, one turk, and some hungarians...happy 4th!",stability
"is attending a multi-country bar-b-que....me, one brit, one swiss, one french, a cuban american, a jewish american, one turk, and some hungarians...happy 4th!",agreeableness
"is attending a multi-country bar-b-que....me, one brit, one swiss, one french, a cuban american, a jewish american, one turk, and some hungarians...happy 4th!",openess
just found out his sis and brother-in-law are mov'in to hawaii....uh yea.,stability
just found out his sis and brother-in-law are mov'in to hawaii....uh yea.,agreeableness
just found out his sis and brother-in-law are mov'in to hawaii....uh yea.,openess
creative block....schematic drawing due tomorrow....design gods please give me somethin' to work with!!!,stability
creative block....schematic drawing due tomorrow....design gods please give me somethin' to work with!!!,agreeableness
creative block....schematic drawing due tomorrow....design gods please give me somethin' to work with!!!,openess
big congrats to my friend laura from wayland and her partner beth who just got hitched on prince edward island.,stability
big congrats to my friend laura from wayland and her partner beth who just got hitched on prince edward island.,agreeableness
big congrats to my friend laura from wayland and her partner beth who just got hitched on prince edward island.,openess
is slow this morning getting to the gsd library for a day of study....neeeed cofffffeee.,stability
is slow this morning getting to the gsd library for a day of study....neeeed cofffffeee.,agreeableness
is slow this morning getting to the gsd library for a day of study....neeeed cofffffeee.,openess
jesus healed the sick and loved his enemies.....america rejects national healthcare and pours money into wars....hmmmm.,stability
jesus healed the sick and loved his enemies.....america rejects national healthcare and pours money into wars....hmmmm.,agreeableness
jesus healed the sick and loved his enemies.....america rejects national healthcare and pours money into wars....hmmmm.,openess
"is in bed reading the ""cultural landscape treatment report for the gropius house, lincoln, ma""....jawohl bauhaus!",stability
"is in bed reading the ""cultural landscape treatment report for the gropius house, lincoln, ma""....jawohl bauhaus!",agreeableness
"is in bed reading the ""cultural landscape treatment report for the gropius house, lincoln, ma""....jawohl bauhaus!",openess
doesn't want to finish his paper for class...grrrr.,stability
doesn't want to finish his paper for class...grrrr.,agreeableness
doesn't want to finish his paper for class...grrrr.,openess
"is more wag, less bark today.",stability
"is more wag, less bark today.",agreeableness
"is more wag, less bark today.",openess
just got back from a Shiva.,stability
just got back from a Shiva.,agreeableness
just got back from a Shiva.,openess
Ambrosia artemisiifolia why are you so cruel?,stability
Ambrosia artemisiifolia why are you so cruel?,agreeableness
Ambrosia artemisiifolia why are you so cruel?,openess
"chuck taylors, combat boots, or vintage prada penny loafers today?",stability
"chuck taylors, combat boots, or vintage prada penny loafers today?",agreeableness
"chuck taylors, combat boots, or vintage prada penny loafers today?",openess
off to gaslight for brunch then south end open studios to be artsy fartsy...........actually more artsy less fartsy.,stability
off to gaslight for brunch then south end open studios to be artsy fartsy...........actually more artsy less fartsy.,agreeableness
off to gaslight for brunch then south end open studios to be artsy fartsy...........actually more artsy less fartsy.,openess
"is more bark, less wag today.",stability
"is more bark, less wag today.",agreeableness
"is more bark, less wag today.",openess
there's a Sonic in Massachusetts!!!,stability
there's a Sonic in Massachusetts!!!,agreeableness
there's a Sonic in Massachusetts!!!,openess
those who are tardy do not get fruit cup,stability
